date,composite,margin_resid_z,margin_yoy_div,margin_roc,sp_trend,ndx_trend,sox_trend,vix_level,vix_spike,nfci,credit_env
2026-07-24,67.7,2.51,48.681,16.572,6.254,4.606,32.686,18.58,-0.19,-0.518,-0.041
