date,composite,margin_resid_z,margin_yoy_div,lev_intensity,vix_level,vix_spike,foreign_flow,fx_pressure,trend_health,margin_roc
2026-07-24,88.8,1.691,67.077,,18.7,1.97,-8045.067,1.582,32.628,61.873
